acnumber,custid,first_name,last_name,branch_city,account_status,account_typeaccount_activation_date,account_balance,phone,kyc_status,tri_monthly_avg_balance
A01379,C01379,Lynn,Yard,Salt Lake City,ACTIVE,CURRENT,09-01-1988,32109,8326843668,Y,3533
A00372,C00372,Adele,Munoz,Buckie,ACTIVE,CURRENT,08-01-1988,41946,7634827965,N,4297
A00352,C00352,Cara,Pratt,Kharkiv,ACTIVE,CURRENT,24-12-1987,49907,9666573873,N,3036
A00418,C00418,Caleb,Richardson,Mmabatho,INACTIVE,SAVINGS,21-12-1987,32471,7374626969,Y,9296
A00187,C00187,Kasimir,Morrow,Blenheim,SUSPENDED,DMAT,16-11-1987,21305,7364846145,N,3376
A00508,C00508,Michaela,Hancock,Bellevue,SUSPENDED,DMAT,16-11-1987,44470,8395572354,N,5331
A00455,C00455,Thane,Goodwin,Bellville,INACTIVE,SAVINGS,13-11-1987,45376,9232214922,N,3329
A00270,C00270,Octavia,Barry,Ningxia,SUSPENDED,DMAT,28-10-1987,24263,8224812854,Y,6448
A00082,C00082,Gemma,Bauer,Pachuca,ACTIVE,CURRENT,25-10-1987,33561,6388433324,Y,1781
A01108,C01108,Felicity,Vaughan,Indianapolis,ACTIVE,CURRENT,17-10-1987,36928,6144387422,Y,5283
A01157,C01157,Vivian,Logan,Oakland,INACTIVE,SAVINGS,09-10-1987,44148,9839333535,Y,4932
A00988,C00988,Javier,Robertson,Portland,ACTIVE,CURRENT,22-09-1987,43496,6414657318,Y,7749
A00488,C00488,Tyrone,Maddox,Kamianets-Podilskyi,ACTIVE,CURRENT,12-09-1987,16755,9456387791,N,5961
A00497,C00497,Ramona,Preston,Södertälje,ACTIVE,CURRENT,05-09-1987,18626,9339682962,Y,2072
A01027,C01027,Florence,Ventura,Madison,ACTIVE,CURRENT,18-08-1987,26051,8872646873,N,9234
A00247,C00247,Guy,Nash,Idar-Oberstei,INACTIVE,SAVINGS,05-08-1987,42501,7324879272,N,7363
A01269,C01269,Summer,Page ,Oakland,ACTIVE,CURRENT,02-08-1987,41748,9983936614,N,3866
A01192,C01192,Sarah,Gallacher,Indianapolis,INACTIVE,SAVINGS,24-07-1987,41935,9572355835,Y,8257
A00173,C00173,Rose,Sawyer,Ivanovo,ACTIVE,CURRENT,19-07-1987,20302,9775296171,Y,3426
A01047,C01047,Rae,Jackson,Kansas City,ACTIVE,CURRENT,11-07-1987,17344,8812872727,N,3475
A00691,C00691,Estrella,Vass,San Jose,ACTIVE,CURRENT,07-07-1987,41601,9746537737,N,7534
A00223,C00223,Trevor,Kerr,Bulnes,SUSPENDED,DMAT,12-06-1987,29456,6811251269,N,5391
A00102,C00102,Germane,Cain,Graz,ACTIVE,CURRENT,09-06-1987,48395,8561337175,Y,5718
A00138,C00138,Uriel,Cote,Motueka,ACTIVE,CURRENT,03-06-1987,26483,6985565623,Y,6351
A00293,C00293,Adam,Carson,Fort Smith,INACTIVE,SAVINGS,21-05-1987,32542,9638628264,Y,9621
A00659,C00659,Matt,Rust,Fort Lauderdale,INACTIVE,SAVINGS,21-05-1987,28672,7295639438,N,1434
A01281,C01281,Carissa,Latham,London,INACTIVE,SAVINGS,14-05-1987,16751,9637742577,N,4653
A00567,C00567,Owen,Clarke,Fayetteville,INACTIVE,SAVINGS,13-05-1987,15583,6799411752,N,7995
A00740,C00740,Chad,Baker,Indianapolis,INACTIVE,SAVINGS,12-05-1987,38568,8317488236,N,9480
A01328,C01328,Havana,Vangness,Paris,INACTIVE,SAVINGS,09-05-1987,31881,8643734274,Y,3290
A00783,C00783,Tyler,Foxley,Rome,INACTIVE,SAVINGS,16-04-1987,15570,9157187827,N,2873
A01494,C01494,Adela,Seymour,Hayward,ACTIVE,CURRENT,16-04-1987,20475,7831822642,N,1748
A01286,C01286,Cameron,Bingham,El Paso,SUSPENDED,DMAT,04-04-1987,41786,7542587438,N,2356
A01220,C01220,Ramon,Tanner,Jacksonville,INACTIVE,SAVINGS,01-03-1987,42737,6897469337,Y,6381
A00793,C00793,Rufus,Stone ,Los Angeles,INACTIVE,SAVINGS,07-02-1987,30452,7421969567,Y,6317
A00766,C00766,Alexander,Jefferson,Jacksonville,INACTIVE,SAVINGS,02-02-1987,20817,8824865745,Y,4928
A01184,C01184,Tom,Johnson,Huntsville,INACTIVE,SAVINGS,22-01-1987,47374,7553358587,Y,2106
A01091,C01091,Danny,Mcgee,Denver,ACTIVE,CURRENT,07-01-1987,45192,7872151263,N,7250
A00698,C00698,Hanna,Terry,Lincoln,SUSPENDED,DMAT,02-01-1987,46416,8456414173,Y,2643
A00719,C00719,Matthew,Rees,Jersey City,ACTIVE,CURRENT,30-12-1986,45717,8795248396,N,9335
A01081,C01081,Clint,Pickard,Innsbruck,ACTIVE,CURRENT,07-12-1986,38291,8183228713,Y,4377
A00620,C00620,George,Griffiths,Lincoln,ACTIVE,CURRENT,06-12-1986,21963,6361396217,N,5842
A00144,C00144,Odessa,Ewing,Tuyên Quang,SUSPENDED,DMAT,02-12-1986,39413,8826997272,N,8067
A01102,C01102,Enoch,Barclay,Jacksonville,INACTIVE,SAVINGS,01-12-1986,21376,8356655337,N,7970
A00895,C00895,Marvin,Eddison,Amarillo,SUSPENDED,DMAT,19-11-1986,47651,9231693948,N,8400
A00357,C00357,Victoria,Cardenas,Upplands Väsby,INACTIVE,SAVINGS,11-11-1986,42406,8137539326,Y,6627
A00091,C00091,Jorden,Miller,Tumba,ACTIVE,CURRENT,27-10-1986,32079,6255238167,N,7854
A00077,C00077,Sasha,Hatfield,Bukit Batok,INACTIVE,SAVINGS,26-10-1986,15386,6398338822,Y,8253
A00430,C00430,Courtney,Johns,Rionegro,SUSPENDED,DMAT,24-10-1986,21179,7724748831,Y,5078
A01300,C01300,Tom,Reid,Denver,INACTIVE,SAVINGS,12-10-1986,20393,8854439667,Y,7605
A00386,C00386,Odysseus,Grimes,Changi,SUSPENDED,DMAT,10-10-1986,17251,9562688341,Y,6158
A00234,C00234,Salvador,Fischer,Gbongan,SUSPENDED,DMAT,15-09-1986,30065,8687242344,Y,6073
A00731,C00731,Bryon,Pearce,Milano,INACTIVE,SAVINGS,11-08-1986,33873,7752576524,N,8419
A00879,C00879,Sebastian,Swan,Milwaukee,ACTIVE,CURRENT,28-06-1986,48010,8522354324,N,6286
A00963,C00963,Elise,Rees,Denver,INACTIVE,SAVINGS,18-06-1986,44039,9172255473,N,3805
A01373,C01373,Danny,Gray,Scottsdale,INACTIVE,SAVINGS,18-06-1986,45621,9116758248,N,6925
A00314,C00314,Emi,Shepherd,Pero,SUSPENDED,DMAT,11-06-1986,31450,8275411854,Y,1540
A01360,C01360,Hayden,Wilcox,Nashville,ACTIVE,CURRENT,06-06-1986,42109,7736564613,Y,5231
A00776,C00776,Nick,Beal,Berna,INACTIVE,SAVINGS,01-06-1986,19240,9697275871,N,3154
A01466,C01466,Marie,Swift,Fort Lauderdale,SUSPENDED,DMAT,05-04-1986,46074,6678582564,N,4794
A00307,C00307,Maxine,Cohen,Kremenchuk,ACTIVE,CURRENT,04-04-1986,30236,7232818231,N,1988
A01035,C01035,Carl,Wright,Cincinnati,SUSPENDED,DMAT,25-03-1986,37079,6447779873,N,6931
A01140,C01140,Angel,Lindsay,Glendale,INACTIVE,SAVINGS,19-03-1986,41719,6276958837,Y,5533
A00775,C00775,Marvin,Evans,Hayward,INACTIVE,SAVINGS,11-03-1986,30133,7482597723,N,2590
A01071,C01071,Gwenyth,Cartwright,Tulsa,SUSPENDED,DMAT,24-02-1986,24960,7376483552,N,3360
A00408,C00408,Cole,Chan,Leersum,ACTIVE,CURRENT,17-02-1986,49989,9432357384,N,3497
A01474,C01474,Janice,Rees,Hollywood,SUSPENDED,DMAT,23-01-1986,25837,9572734353,N,3682
A00608,C00608,Maggie,Horton,Lancaster,SUSPENDED,DMAT,13-01-1986,15627,9427566239,N,9266
A00242,C00242,Fallon,Allison,Nieuwegein,SUSPENDED,DMAT,11-12-1985,16605,9571852489,Y,7980
A01302,C01302,Clint,Plant,San Diego,SUSPENDED,DMAT,08-12-1985,38686,7987386681,N,1673
A00892,C00892,Jayden,Norris,Washington,INACTIVE,SAVINGS,14-11-1985,43989,9893147316,N,7660
A01003,C01003,Rick,Nicolas,Richmond,INACTIVE,SAVINGS,22-10-1985,41420,6113512363,N,3713
A00186,C00186,Adam,Phillips,Argyle,INACTIVE,SAVINGS,09-10-1985,27849,8575632864,Y,6782
A00798,C00798,Liam,Goldsmith,Saint Paul,ACTIVE,CURRENT,08-09-1985,32908,9527627447,Y,8687
A01317,C01317,Lorraine,Yates,San Jose,INACTIVE,SAVINGS,02-09-1985,35347,7876847824,N,6428
A01010,C01010,Macy,Anderson,Berlin,ACTIVE,CURRENT,30-08-1985,16024,8642533716,N,4254
A01407,C01407,Carmella,Gordon,Bridgeport,INACTIVE,SAVINGS,16-08-1985,47006,7538546578,Y,7650
A01089,C01089,Martin,Emmott,Charlotte,SUSPENDED,DMAT,14-08-1985,33739,6546823766,Y,9514
A00182,C00182,Alden,O'donnell,Huppaye,ACTIVE,CURRENT,29-07-1985,46393,7392636766,Y,2488
A00337,C00337,Ahmed,Barlow,Harstad,INACTIVE,SAVINGS,29-07-1985,32545,9264385626,Y,4377
A01400,C01400,Martin,Utterson,Tallahassee,INACTIVE,SAVINGS,24-07-1985,34245,7825147778,Y,3402
A00514,C00514,John,Willis,Escondido,INACTIVE,SAVINGS,20-07-1985,41543,7623418674,Y,2386
A01127,C01127,Jacob,Wooldridge,Ontario,ACTIVE,CURRENT,17-07-1985,48846,8576159291,N,3686
A01294,C01294,Nick,John,Tulsa,SUSPENDED,DMAT,16-07-1985,16238,6441655453,N,9912
A01244,C01244,Barry,Patel,El Paso,ACTIVE,CURRENT,29-06-1985,22754,6433644381,Y,1161
A00804,C00804,Trisha,Fenton,Louisville,SUSPENDED,DMAT,27-06-1985,22902,9648929625,N,3552
A00344,C00344,Jaquelyn,Blackburn,Iquitos,ACTIVE,CURRENT,20-06-1985,46688,6795859369,N,9667
A00032,C00032,Natalie,Hayden,Campos dos Goytacazes,INACTIVE,SAVINGS,12-06-1985,40788,6462855244,N,1436
A00874,C00874,Francesca,Wills,Bakersfield,INACTIVE,SAVINGS,18-05-1985,31474,8536853267,Y,1519
A00511,C00511,Mason,Allen,Berlin,ACTIVE,CURRENT,17-05-1985,32906,6355863668,N,9421
A00072,C00072,Vernon,Noble,Dublin,SUSPENDED,DMAT,29-04-1985,30876,8254284461,N,4299
A01396,C01396,Penny,Dixon,Philadelphia,ACTIVE,CURRENT,27-04-1985,24269,6356262663,Y,8450
A01240,C01240,Ronald,Watson,Stockton,SUSPENDED,DMAT,25-04-1985,44804,8532487489,Y,1772
A00857,C00857,Nick,Collins,Madison,INACTIVE,SAVINGS,25-03-1985,20742,8367192882,Y,8547
A00275,C00275,Genevieve,Barlow,Cisano sul Neva,INACTIVE,SAVINGS,10-03-1985,43037,8656415518,N,2498
A00738,C00738,Peyton,Addison,Fremont,INACTIVE,SAVINGS,10-03-1985,32752,7581689255,Y,8095
A01260,C01260,Martha,Larsen,Tulsa,SUSPENDED,DMAT,05-03-1985,38192,6328436647,Y,1622
A00400,C00400,Cody,Snider,Monte San Giovanni in Sabina,INACTIVE,SAVINGS,01-03-1985,33681,7749326162,N,6016
A01428,C01428,Kirsten,Reid,Philadelphia,SUSPENDED,DMAT,15-02-1985,35762,9658554866,Y,8441
A01174,C01174,Luke,Jacobs,Bakersfield,INACTIVE,SAVINGS,05-02-1985,47222,7235637375,N,5082
A00926,C00926,Nick,Mccall,Columbus,ACTIVE,CURRENT,02-02-1985,31170,9754512843,Y,8327
A01398,C01398,Eryn,Sherry,Amarillo,INACTIVE,SAVINGS,22-01-1985,27917,8678974526,N,6833
A00542,C00542,Luke,Wills,Jacksonville,INACTIVE,SAVINGS,26-12-1984,25677,6492889555,Y,2398
A01326,C01326,Lucy,Little,Valetta,INACTIVE,SAVINGS,23-12-1984,22497,6358331599,N,9502
A00018,C00018,Ignatius,Gibbs,Louvain-la-Neuve,SUSPENDED,DMAT,22-12-1984,28291,8278812316,Y,9838
A00838,C00838,Georgia,Morley,Fort Lauderdale,INACTIVE,SAVINGS,22-12-1984,42667,6467771815,Y,3903
A00995,C00995,Abdul,Ellis,Tokyo,ACTIVE,CURRENT,22-12-1984,20945,6568625893,N,4373
A00675,C00675,Cedrick,May,Jersey City,INACTIVE,SAVINGS,10-12-1984,40006,9244964426,N,4750
A00073,C00073,Tate,Sears,Ivano-Frankivsk,ACTIVE,CURRENT,06-12-1984,23682,7832483615,Y,7967
A01448,C01448,Nancy,Whittle,El Paso,SUSPENDED,DMAT,19-11-1984,26732,8859118881,Y,1009
A00592,C00592,Roger,Evans,Pittsburgh,ACTIVE,CURRENT,02-11-1984,29476,7748732697,N,4023
A00513,C00513,Josh,Raven,Hollywood,INACTIVE,SAVINGS,31-10-1984,19004,8942558632,Y,7448
A00711,C00711,Noemi,Fleming,Saint Paul,INACTIVE,SAVINGS,23-10-1984,45501,9194179356,N,6979
A01480,C01480,Winnie,Blackwall,Henderson,INACTIVE,SAVINGS,16-10-1984,20946,8951533924,Y,6610
A00098,C00098,Jacqueline,Nguyen,Iguala,SUSPENDED,DMAT,05-10-1984,16028,9994266318,Y,1584
A00254,C00254,Hilda,Hutchinson,Langesund,ACTIVE,CURRENT,18-09-1984,44916,7943698124,Y,9406
A00703,C00703,Hannah,Haines,Norfolk,INACTIVE,SAVINGS,18-09-1984,37675,9478349313,N,8787
A00039,C00039,Maia,Pierce,Phan Thiết,ACTIVE,CURRENT,13-09-1984,19608,9566482896,N,2944
A00027,C00027,Cole,Sanford,Coevorden,SUSPENDED,DMAT,10-09-1984,18645,7397943234,N,3116
A00672,C00672,Maxwell,Robe,Detroit,ACTIVE,CURRENT,06-09-1984,20916,7141415573,N,3820
A01007,C01007,Paige,Alldridge,Bakersfield,SUSPENDED,DMAT,28-08-1984,17879,9122183881,N,4560
A00484,C00484,Amethyst,Medina,Marikina,SUSPENDED,DMAT,26-08-1984,29521,9657818372,N,9809
A00045,C00045,Dillon,Walton,Melitopol,SUSPENDED,DMAT,11-08-1984,45113,7333622874,Y,5405
A00151,C00151,Sara,Williamson,Montreuil,SUSPENDED,DMAT,05-08-1984,46279,9877424535,N,1430
A01030,C01030,Evelynn,Uttley,Valetta,INACTIVE,SAVINGS,25-07-1984,29508,8759484412,N,6783
A00885,C00885,Matt,Holmes,Milwaukee,SUSPENDED,DMAT,22-07-1984,21613,6857933777,Y,6160
A00909,C00909,Chanelle,Nurton,Berna,INACTIVE,SAVINGS,09-06-1984,16433,9687645879,Y,8767
A00834,C00834,Leah,Olson,Zurich,ACTIVE,CURRENT,03-06-1984,16655,8721155644,Y,3300
A00172,C00172,Bradley,Golden,Đồng Xoài,ACTIVE,CURRENT,10-05-1984,33628,7552822658,N,3749
A01159,C01159,Jamie,Mullins,Worcester,SUSPENDED,DMAT,09-05-1984,32004,7974781428,N,6394
A00769,C00769,Tom,Morrison,Milano,SUSPENDED,DMAT,06-05-1984,16441,6856246767,Y,5653
A00191,C00191,Seth,Adams,Huesca,ACTIVE,CURRENT,05-04-1984,29505,9534613652,N,7224
A00944,C00944,Jaylene,Clarke,Seattle,ACTIVE,CURRENT,30-03-1984,32850,6655834786,N,8721
A01026,C01026,Jack,Allen,Salt Lake City,SUSPENDED,DMAT,09-03-1984,40636,7748828653,N,5324
A00765,C00765,Hayden,Farmer,Albuquerque,INACTIVE,SAVINGS,22-02-1984,45023,6673978649,Y,5724
A00407,C00407,Wanda,Leblanc,Carletonville,ACTIVE,CURRENT,19-02-1984,35689,8548151964,N,2520
A01236,C01236,Barry,Allen,Portland,ACTIVE,CURRENT,18-02-1984,15475,9413157572,Y,7595
A00877,C00877,Megan,Olivier,Chicago,SUSPENDED,DMAT,04-02-1984,31766,8781677236,Y,4630
A00913,C00913,Adelaide,Andersson,Hayward,SUSPENDED,DMAT,04-02-1984,41758,9488296778,Y,8567
A01213,C01213,Chris,Wallace,San Bernardino,SUSPENDED,DMAT,07-01-1984,23936,9661319433,Y,4072
A00281,C00281,Laurel,Chandler,Lidingo,ACTIVE,CURRENT,26-12-1983,36303,8745753963,Y,3765
A00420,C00420,Kyra,Singleton,Flushing,INACTIVE,SAVINGS,23-12-1983,45128,9874667192,N,8329
A00940,C00940,Jazmin,Bennett,Milano,SUSPENDED,DMAT,09-12-1983,42895,7814356577,N,4498
A00306,C00306,Nissim,Valentine,Kano,SUSPENDED,DMAT,03-12-1983,49830,6945137558,Y,9177
A00625,C00625,Rick,Cameron,Zurich,SUSPENDED,DMAT,03-12-1983,46615,7656871635,Y,3061
A00640,C00640,Rocco,Flanders,Arlington,INACTIVE,SAVINGS,29-11-1983,24755,6648854291,N,4596
A00365,C00365,Melodie,Graham,Guangxi,INACTIVE,SAVINGS,24-11-1983,47379,6257675578,Y,8041
A00920,C00920,Kurt,Wilcox,Norfolk,INACTIVE,SAVINGS,04-11-1983,29460,6184258829,N,6888
A00282,C00282,Roary,Williams,Colmar,ACTIVE,CURRENT,29-10-1983,29154,8322613328,Y,6607
A01371,C01371,Jack,Khan,Lancaster,INACTIVE,SAVINGS,24-10-1983,37399,8363622574,Y,2057
A00221,C00221,Zorita,Rivera,Ibagué,INACTIVE,SAVINGS,15-10-1983,35905,9398159475,Y,9868
A00141,C00141,Clark,Kline,Weymouth,INACTIVE,SAVINGS,04-10-1983,32544,7531577826,Y,1053
A00209,C00209,Germane,Velez,Calapan,ACTIVE,CURRENT,01-10-1983,34410,8685773188,Y,4528
A00626,C00626,Joseph,Lynn,Albuquerque,SUSPENDED,DMAT,22-09-1983,45377,6572652186,Y,1972
A01413,C01413,Havana,Ballard,Lincoln,ACTIVE,CURRENT,10-09-1983,43265,9467262552,N,9944
A00967,C00967,Lucas,Hobson,New Orleans,SUSPENDED,DMAT,30-08-1983,25846,6854992696,N,2237
A00260,C00260,Forrest,Booth,Imperatriz,SUSPENDED,DMAT,28-08-1983,21170,8714319526,N,9044
A01340,C01340,George,Nelson,Miami,SUSPENDED,DMAT,22-08-1983,22839,6471393247,Y,1309
A00891,C00891,Luke,Dwyer,Minneapolis,INACTIVE,SAVINGS,18-08-1983,21774,9817336425,N,1504
A01415,C01415,Fred,Partridge,Madrid,ACTIVE,CURRENT,18-08-1983,41074,8169515383,Y,8085
A00255,C00255,Acton,Williams,Aartrijke,ACTIVE,CURRENT,14-08-1983,33838,9774333477,N,2965
A00860,C00860,Rick,Gaynor,Paris,SUSPENDED,DMAT,08-08-1983,24652,7848659739,N,4845
A01068,C01068,Manuel,Haines,Moreno Valley,INACTIVE,SAVINGS,25-07-1983,45967,7855869842,Y,4256
A01384,C01384,Helen,Calderwood,Paris,SUSPENDED,DMAT,02-07-1983,40484,9395174518,Y,6484
A00392,C00392,Victoria,Mathews,Harlingen,INACTIVE,SAVINGS,15-06-1983,33548,6584495488,N,3382
A00936,C00936,Oliver,Robertson,Jacksonville,INACTIVE,SAVINGS,20-04-1983,25727,9661781644,N,1434
A01321,C01321,Brad,Pickard,Phoenix,SUSPENDED,DMAT,07-04-1983,32706,8336416625,N,1062
A00342,C00342,Harlan,Mcdowell,Ratlam,SUSPENDED,DMAT,27-03-1983,45667,7266363846,Y,7751
A01154,C01154,Nate,Flett,Huntsville,ACTIVE,CURRENT,20-03-1983,29886,9454282878,N,6202
A01459,C01459,Barney,Bowen,Escondido,ACTIVE,CURRENT,10-03-1983,40756,9298448442,Y,1069
A01246,C01246,Callie,Boden,Orlando,INACTIVE,SAVINGS,08-03-1983,25438,6423666866,N,6631
A00402,C00402,Hannah,Bernard,Zavitinsk,INACTIVE,SAVINGS,03-02-1983,48164,9742825152,Y,9347
A00679,C00679,Chad,Rogers,Louisville,SUSPENDED,DMAT,16-01-1983,28951,8242552348,N,8709
A00507,C00507,Jamie,Norris,Long Beach,SUSPENDED,DMAT,06-01-1983,43862,7544293255,N,4678
A00013,C00013,Kato,Hartman,Bydgoszcz,INACTIVE,SAVINGS,31-12-1982,19380,8627546194,Y,9456
A01367,C01367,Allison,Morrison,Garland,SUSPENDED,DMAT,08-12-1982,27650,6531769219,Y,4822
A00037,C00037,Yen,Olson,Niort,ACTIVE,CURRENT,04-12-1982,34007,6864783375,Y,3185
A01254,C01254,Alan,Corbett,Fort Lauderdale,ACTIVE,CURRENT,04-12-1982,18549,9552435625,N,3630
A00883,C00883,Logan,Allen,Richmond,INACTIVE,SAVINGS,30-11-1982,21927,9878533633,N,4263
A00139,C00139,Cooper,Best,Uddevalla,INACTIVE,SAVINGS,03-11-1982,43771,9484533224,N,2717
A00545,C00545,Agnes,Rogan,Dallas,SUSPENDED,DMAT,31-10-1982,18382,9728456455,Y,8344
A01207,C01207,Jennifer,Speed,Lisbon,ACTIVE,CURRENT,29-10-1982,47179,8435858455,N,7558
A00616,C00616,Lana,Walsh,New York,SUSPENDED,DMAT,27-10-1982,24786,8564473322,N,2436
A00934,C00934,Sienna,Moss,Seattle,ACTIVE,CURRENT,12-10-1982,45069,6821285542,Y,6558
A00835,C00835,Benjamin,Uttridge,Irving,ACTIVE,CURRENT,07-10-1982,30961,6874683767,N,4048
A01115,C01115,Doug,Bentley,Tallahassee,SUSPENDED,DMAT,20-09-1982,22714,6644521428,N,5564
A00031,C00031,Addison,Vazquez,Shanxi,INACTIVE,SAVINGS,17-09-1982,19603,9454246636,N,3717
A00071,C00071,Lani,Mcdaniel,Belfast,SUSPENDED,DMAT,23-08-1982,39112,8331379516,N,4770
A00010,C00010,Eleanor,Sargent,Schwerin,ACTIVE,CURRENT,15-08-1982,44526,7179721253,Y,2972
A00055,C00055,Tarik,Barr,Kaliningrad,ACTIVE,CURRENT,08-08-1982,34545,8942634329,N,1507
A00158,C00158,Dieter,Whitehead,Pamplona,INACTIVE,SAVINGS,08-08-1982,48035,8852483664,Y,9474
A00633,C00633,Russel,John,Wien,SUSPENDED,DMAT,31-07-1982,44335,6522185519,Y,8480
A00364,C00364,Ifeoma,House,Teruel,INACTIVE,SAVINGS,23-07-1982,49652,6878925224,N,7019
A01342,C01342,Mackenzie,Robe,Worcester,ACTIVE,CURRENT,23-07-1982,46809,8129276818,N,5912
A01060,C01060,Bernadette,Ainsworth,Otawa,SUSPENDED,DMAT,17-07-1982,46006,8577782564,Y,9772
A01282,C01282,Brad,Woods,Las Vegas,INACTIVE,SAVINGS,14-07-1982,35422,6378264288,N,2587
A00459,C00459,Riley,Forbes,MabomprŽ,SUSPENDED,DMAT,11-07-1982,22499,8254444556,N,7870
A00310,C00310,Rama,Nieves,Pamplona,INACTIVE,SAVINGS,17-06-1982,49538,8444255271,Y,4661
A01278,C01278,Alice,Horton,Laredo,ACTIVE,CURRENT,15-06-1982,18438,6343924152,N,5261
A00299,C00299,Brenden,Lindsey,Zaragoza,ACTIVE,CURRENT,31-05-1982,42143,8654553845,N,9602
A00727,C00727,Elle,Thompson,San Antonio,ACTIVE,CURRENT,20-05-1982,41856,9858488248,N,2176
A01368,C01368,Kate,Furnell,Glendale,ACTIVE,CURRENT,20-05-1982,37734,6573666526,Y,9679
A00283,C00283,Gray,Owens,Kisi,INACTIVE,SAVINGS,19-05-1982,31284,8484858694,N,1586
A00415,C00415,Hedwig,Daniels,Aparecida de Goiânia,ACTIVE,CURRENT,03-05-1982,23776,7194698427,N,6711
A01422,C01422,Mike,Newman,Phoenix,ACTIVE,CURRENT,03-05-1982,26019,7223645324,N,9030
A00162,C00162,Xander,Parker,Polokwane,SUSPENDED,DMAT,27-04-1982,18789,7539851237,Y,5476
A00319,C00319,Melanie,Buchanan,Chortkiv,INACTIVE,SAVINGS,25-04-1982,39962,6575512347,N,5981
A00213,C00213,Igor,Trujillo,Ankara,INACTIVE,SAVINGS,20-04-1982,28226,7623438485,Y,1070
A01052,C01052,Freya,Palmer,Berlin,SUSPENDED,DMAT,17-04-1982,25019,9325858591,Y,2198
A01351,C01351,Adina,Walter,Louisville,ACTIVE,CURRENT,09-04-1982,47222,9712947279,Y,8898
A00106,C00106,Jade,Donovan,Puerto Princesa,SUSPENDED,DMAT,08-04-1982,29008,7419482288,Y,3102
A01041,C01041,Hank,Jarvis,Innsbruck,INACTIVE,SAVINGS,28-03-1982,38596,6115622462,Y,8709
A01152,C01152,Maia,Darcy,Bakersfield,SUSPENDED,DMAT,22-03-1982,32830,6564435626,Y,2446
A00347,C00347,Kirby,Hunter,Galway,INACTIVE,SAVINGS,10-03-1982,49177,9692263237,N,2317
A01381,C01381,Harvey,Cobb,San Jose,INACTIVE,SAVINGS,11-02-1982,16034,7247482659,N,5743
A00894,C00894,Cassidy,Lynch,Anaheim,SUSPENDED,DMAT,02-02-1982,19134,6762867545,Y,4450
A00300,C00300,Marcia,Bradford,Glovertown,ACTIVE,CURRENT,27-01-1982,48743,6677214862,N,3226
A01103,C01103,Dani,Utterson,Murfreesboro,INACTIVE,SAVINGS,27-01-1982,33374,8245975884,N,6886
A00509,C00509,Clarissa,Sinclair,Huntsville,SUSPENDED,DMAT,24-01-1982,40615,6563882844,Y,9231
A01161,C01161,Julian,Nurton,Omaha,SUSPENDED,DMAT,04-01-1982,48045,9667825273,Y,6578
A00297,C00297,Quinn,Espinoza,Heilongjiang,SUSPENDED,DMAT,29-12-1981,32141,6728184525,Y,1350
A01296,C01296,Leroy,Parsons,San Bernardino,ACTIVE,CURRENT,07-12-1981,32569,8726463937,Y,7705
A01402,C01402,Dorothy,Turner,Milwaukee,SUSPENDED,DMAT,22-11-1981,33728,8615594558,N,6382
A00351,C00351,Arden,Marquez,Villarrica,SUSPENDED,DMAT,21-11-1981,15119,7891334474,N,9691
A01171,C01171,Janelle,Donnelly,Colorado Springs,ACTIVE,CURRENT,08-11-1981,26686,9326317647,N,4959
A00464,C00464,Sebastian,Randall,Landeck,INACTIVE,SAVINGS,04-11-1981,31636,9726752572,N,6884
A01085,C01085,Megan,Torres,Murfreesboro,INACTIVE,SAVINGS,09-10-1981,38611,9665574368,Y,6940
A00238,C00238,Caryn,Gilmore,Oklahoma City,INACTIVE,SAVINGS,08-10-1981,34917,9488749667,Y,7123
A00562,C00562,Ryan,Goldsmith,Portland,SUSPENDED,DMAT,29-09-1981,16669,7837817574,Y,7109
A00067,C00067,Zachary,Morin,Gijón,INACTIVE,SAVINGS,17-09-1981,47187,9238661917,N,9449
A00076,C00076,Nina,Cotton,Berdychiv,INACTIVE,SAVINGS,17-09-1981,32656,9977743279,N,5708
A01268,C01268,Josh,Scott,Valetta,SUSPENDED,DMAT,16-09-1981,44312,6648678377,Y,3426
A00370,C00370,Lael,Ortiz,Hengelo,ACTIVE,CURRENT,10-09-1981,42905,6223692697,Y,1814
A00755,C00755,Chester,Haines,Reno,ACTIVE,CURRENT,04-09-1981,21168,9455764414,N,4772
A00328,C00328,Heidi,Hoffman,Kherson,INACTIVE,SAVINGS,31-08-1981,29663,8233664484,N,6791
A00951,C00951,Hank,Baker,Baltimore,ACTIVE,CURRENT,31-08-1981,21220,8257423546,N,4135
A00800,C00800,Margaret,Bryson,Worcester,ACTIVE,CURRENT,29-08-1981,16932,7167233555,N,7729
A01333,C01333,Carolyn,Williams,Bucharest,ACTIVE,CURRENT,18-08-1981,24180,7244856338,N,9262
A00288,C00288,Cairo,Herman,Jilin,SUSPENDED,DMAT,10-08-1981,47155,9638568949,N,2573
A00664,C00664,Courtney,Hunter,Wien,ACTIVE,CURRENT,06-08-1981,42147,6889614741,N,8844
A00504,C00504,Adeline,Kelly,Norfolk,INACTIVE,SAVINGS,31-07-1981,28522,6687787136,N,3894
A00389,C00389,Abel,Hickman,Zhytomyr,ACTIVE,CURRENT,23-07-1981,41972,6746858874,Y,2986
A00436,C00436,Keith,Herring,Pohang,INACTIVE,SAVINGS,20-07-1981,47466,9331734155,N,8565
